session_id,network_packet_size,protocol_type,login_attempts,session_duration,encryption_used,ip_reputation_score,failed_logins,browser_type,unusual_time_access,attack_detected,anomaly_score,anomaly,status,risk_score,severity
SID_00643,448,TCP,3,97.50635158655744,AES,0.0535575835731369,0,Firefox,0,0,0.04359107684882202,1,Normal,31.3,Medium
SID_00644,199,TCP,5,39.6030061368095,AES,0.1912689988432863,3,Edge,1,1,-0.05479996192275716,-1,Anomaly,62.75,High
SID_00645,450,TCP,7,178.93658601432762,AES,0.2503601136916371,1,Chrome,0,1,0.09754109185713483,1,Normal,14.05,Low
SID_00646,445,TCP,1,155.6606984226188,Unknown,0.4481569752082505,0,Chrome,0,1,0.04150337747684446,1,Normal,31.97,Medium
SID_00647,64,TCP,5,342.00397228272857,AES,0.3426445499905855,1,Edge,0,0,0.07427551015260947,1,Normal,21.49,Low
SID_00648,489,UDP,3,861.3328490107947,DES,0.0369853877791467,2,Firefox,1,1,-0.02800077110421506,-1,Anomaly,54.19,High
SID_00649,453,TCP,2,44.65902493678912,DES,0.2413159972927599,0,Chrome,0,0,0.06674388433761957,1,Normal,23.9,Low
SID_00650,639,UDP,3,1574.46761147823,AES,0.4529878755415148,2,Safari,0,0,0.0899684032144803,1,Normal,16.47,Low
SID_00651,869,TCP,1,316.3072132256884,Unknown,0.2481869719401685,3,Chrome,0,1,0.01012599438315065,1,Normal,42.0,Medium
SID_00652,725,TCP,5,746.3576066886136,Unknown,0.8442120529554324,1,Firefox,0,1,-0.012740220573903227,-1,Anomaly,49.31,Medium
SID_00653,446,TCP,3,9.662204440031092,DES,0.2215961794527488,1,Chrome,0,0,0.11043731785358873,1,Normal,9.93,Low
SID_00654,278,TCP,3,364.3227178829606,Unknown,0.6469680500942421,0,Edge,0,1,0.0026796757367746338,1,Normal,44.38,Medium
SID_00655,1014,TCP,7,1.642414324130255,AES,0.2094494799089607,1,Firefox,0,1,-0.019553337995955156,-1,Anomaly,51.49,High
SID_00656,511,TCP,6,144.69802834027024,AES,0.4193251538781083,1,Chrome,1,0,-0.003985496551628831,-1,Anomaly,46.51,Medium
SID_00657,502,UDP,1,475.1490480934327,AES,0.4937274160818746,2,Firefox,0,1,0.06944727312272875,1,Normal,23.04,Low
SID_00658,495,TCP,2,612.7247162102358,Unknown,0.363708220624496,3,Chrome,0,1,0.09472873112636188,1,Normal,14.95,Low
SID_00659,539,TCP,6,132.77623202663662,DES,0.3435309279020751,2,Chrome,0,0,0.1103556619933394,1,Normal,9.96,Low
SID_00660,471,UDP,3,1093.8721929733413,Unknown,0.6499706908582789,2,Chrome,0,1,0.05531894160634648,1,Normal,27.55,Medium
SID_00661,385,TCP,3,167.59339570485966,AES,0.4574105972676737,0,Chrome,0,0,0.06439915455675005,1,Normal,24.65,Low
SID_00662,390,TCP,6,98.49839726393776,AES,0.0784412767376022,2,Chrome,0,0,0.07962988412959021,1,Normal,19.78,Low
SID_00663,493,UDP,4,324.4815092829423,DES,0.5870189019175164,1,Safari,0,0,0.10219212637341651,1,Normal,12.57,Low
SID_00664,391,TCP,9,641.3500437990099,AES,0.260572710458708,1,Chrome,0,1,0.06393602831882278,1,Normal,24.8,Low
SID_00665,357,TCP,7,3600.779060378656,Unknown,0.4643325910753065,1,Firefox,0,1,-0.010250331662770229,-1,Anomaly,48.51,Medium
SID_00666,521,TCP,6,434.012291240917,AES,0.0318955026358032,2,Edge,0,1,0.0637457026795124,1,Normal,24.86,Low
SID_00667,449,TCP,2,444.0957127548538,DES,0.1913202649354329,1,Firefox,1,0,0.023084760232596313,1,Normal,37.86,Medium
SID_00668,800,TCP,5,48.93326451871989,DES,0.372998730902303,0,Chrome,0,0,0.026159994622846294,1,Normal,36.87,Medium
SID_00669,64,TCP,4,1161.331066304816,DES,0.3261090418421983,1,Chrome,0,0,0.05930896760038684,1,Normal,26.28,Medium
SID_00670,718,UDP,1,160.5021589289083,DES,0.4262677833470988,1,Chrome,0,0,0.06964111263326433,1,Normal,22.97,Low
SID_00671,749,UDP,3,1092.577356210683,AES,0.1418377980270176,3,Chrome,0,1,0.036091666993429916,1,Normal,33.7,Medium
SID_00672,85,TCP,8,1931.858722840848,Unknown,0.1951959727655647,0,Chrome,0,1,-0.07013369639481459,-1,Anomaly,67.66,High
SID_00673,431,TCP,5,1169.5759368606246,AES,0.167429931060125,2,Chrome,0,0,0.11369435446742876,1,Normal,8.89,Low
SID_00674,425,UDP,4,822.7917062257337,AES,0.0905131155779343,2,Chrome,0,0,0.10970894804611636,1,Normal,10.16,Low
SID_00675,218,TCP,3,740.903772028398,DES,0.0438319045242947,0,Chrome,0,0,0.007745491770925317,1,Normal,42.76,Medium
SID_00676,344,TCP,3,483.57133676289897,DES,0.3824914650033816,2,Chrome,1,0,0.03187035620962181,1,Normal,35.05,Medium
SID_00677,277,TCP,2,124.89527481498716,Unknown,0.5072374116534603,1,Chrome,0,1,0.08227085360688013,1,Normal,18.94,Low
SID_00678,850,UDP,9,1207.0900548148647,Unknown,0.168378519480114,1,Chrome,0,1,-0.0037925463969108453,-1,Anomaly,46.45,Medium
SID_00679,687,TCP,5,519.0321604985573,AES,0.2693255400917169,1,Edge,0,0,0.11900276329322268,1,Normal,7.19,Low
SID_00680,754,ICMP,2,786.0423461782581,AES,0.1331691394146673,1,Edge,0,1,0.06978974255363257,1,Normal,22.93,Low
SID_00681,644,TCP,1,374.74338841257634,AES,0.4472771467961057,3,Chrome,0,1,0.05274109795104859,1,Normal,28.38,Medium
SID_00682,274,TCP,10,179.237887380882,AES,0.4295622029178786,1,Chrome,0,1,0.042357199607584106,1,Normal,31.69,Medium
SID_00683,395,TCP,7,1314.017206381409,AES,0.1054510637871446,4,Safari,0,1,-0.03246896761282547,-1,Anomaly,55.61,High
SID_00684,597,TCP,3,335.3265116639326,DES,0.1684754702151769,0,Chrome,1,0,-0.03561539132509628,-1,Anomaly,56.62,High
SID_00685,255,UDP,1,1612.002594279953,Unknown,0.281736755835528,2,Chrome,0,0,0.04414550409338874,1,Normal,31.12,Medium
SID_00686,642,ICMP,6,2698.668967648491,Unknown,0.292973353001053,0,Chrome,0,0,0.008301068509972698,1,Normal,42.58,Medium
SID_00687,451,TCP,1,1417.511485753271,AES,0.3403374799178791,2,Edge,0,0,0.08249395387954656,1,Normal,18.86,Low
SID_00688,425,ICMP,5,109.69934114008338,DES,0.1460024935774894,2,Safari,0,1,0.11427144291835023,1,Normal,8.71,Low
SID_00689,642,UDP,2,1544.877520389735,DES,0.0590245851841468,2,Firefox,0,0,0.05012729658128928,1,Normal,29.21,Medium
SID_00690,588,TCP,3,586.1057644000265,DES,0.0080680293378079,1,Chrome,1,1,-0.04182208797971165,-1,Anomaly,58.6,High
SID_00691,427,TCP,9,221.03675388295247,AES,0.1935783190183478,2,Unknown,0,1,0.05607074546112928,1,Normal,27.31,Medium
SID_00692,731,TCP,3,78.22790106416294,AES,0.2189878297663576,1,Chrome,0,0,0.09881999099479216,1,Normal,13.65,Low
SID_00693,283,TCP,5,261.1492303271165,Unknown,0.316680496298131,3,Chrome,0,1,0.0713257832798232,1,Normal,22.43,Low
SID_00694,623,TCP,5,118.2684729965931,DES,0.7815621467911867,1,Chrome,0,1,0.02615641676911723,1,Normal,36.87,Medium
SID_00695,618,TCP,3,20.7833092512196,DES,0.3079762081914793,3,Chrome,0,1,0.06122974684679594,1,Normal,25.66,Medium
SID_00696,438,TCP,5,3522.721107855223,Unknown,0.0892797608001908,2,Chrome,0,0,-0.005657879181099612,-1,Anomaly,47.04,Medium
SID_00697,565,UDP,4,1424.856234392407,AES,0.1254000703402259,0,Firefox,0,0,0.05039650427837722,1,Normal,29.13,Medium
SID_00698,249,UDP,4,1074.4323970293242,AES,0.3600679736100508,2,Firefox,0,0,0.1041272533388014,1,Normal,11.95,Low
SID_00699,684,TCP,2,171.55894042678216,AES,0.2812012543711316,2,Chrome,0,0,0.09896561919699254,1,Normal,13.6,Low
SID_00700,463,TCP,3,22.50268634749868,DES,0.5027302118173884,0,Chrome,0,0,0.041533942756921405,1,Normal,31.96,Medium
SID_00701,395,TCP,6,531.187476157988,AES,0.079995272496578,1,Edge,0,1,0.09678415423775688,1,Normal,14.3,Low
SID_00702,709,TCP,4,1082.889611834833,DES,0.219779882975548,2,Safari,0,0,0.10291002744275873,1,Normal,12.34,Low
SID_00703,359,TCP,1,2633.9611310668256,AES,0.3547176966741507,1,Chrome,0,1,0.01717421286181997,1,Normal,39.75,Medium
SID_00704,218,TCP,4,1485.7231709331654,AES,0.6423921829818908,1,Chrome,0,1,0.02316882457992292,1,Normal,37.83,Medium
SID_00705,188,TCP,1,1791.7059328735818,Unknown,0.5563271955708596,0,Unknown,0,0,-0.049727942031989825,-1,Anomaly,61.13,High
SID_00706,621,TCP,5,218.1430795496844,AES,0.365687270625176,2,Chrome,0,0,0.11765002987072887,1,Normal,7.63,Low
SID_00707,243,TCP,5,135.04363659611863,AES,0.5313036457076089,0,Chrome,0,0,0.02075727748814904,1,Normal,38.6,Medium
SID_00708,850,TCP,6,227.7830382304493,Unknown,0.417026783026164,0,Firefox,0,0,0.016265302060184172,1,Normal,40.04,Medium
SID_00709,83,UDP,4,119.33798170723404,DES,0.2367224110515371,2,Chrome,0,0,0.06264786303211234,1,Normal,25.21,Medium
SID_00710,839,ICMP,2,1281.5084971773356,AES,0.5776901313910977,2,Edge,0,0,0.019663864587391555,1,Normal,38.95,Medium
SID_00711,542,TCP,2,1866.7906612211743,AES,0.5385612783310993,1,Firefox,0,0,0.06847577441162095,1,Normal,23.35,Low
SID_00712,480,TCP,4,293.77515681164897,AES,0.2670069272190745,0,Firefox,0,0,0.09029007926510019,1,Normal,16.37,Low
SID_00713,391,TCP,1,1675.9767719314432,DES,0.4895911560799547,0,Chrome,1,0,-0.07973060522732678,-1,Anomaly,70.72,High
SID_00714,579,TCP,1,45.28606389020117,AES,0.1511232134870201,0,Chrome,0,0,0.022048372452025067,1,Normal,38.19,Medium
SID_00715,492,TCP,7,904.9659226337762,Unknown,0.4039640504405598,1,Unknown,1,1,-0.004923442171862469,-1,Anomaly,46.81,Medium
SID_00716,720,TCP,6,599.7625292485434,DES,0.3814586683180508,2,Chrome,1,0,-0.0005094761390384006,-1,Anomaly,45.4,Medium
SID_00717,522,UDP,3,259.1928522979971,AES,0.1583722737402562,2,Chrome,0,0,0.1155959707743186,1,Normal,8.28,Low
SID_00718,530,TCP,5,1169.5080587684367,DES,0.3755014713835235,2,Chrome,0,1,0.11441884844150157,1,Normal,8.66,Low
SID_00719,427,UDP,2,190.65375420831185,AES,0.091666041337951,4,Chrome,0,1,-0.011793953741670582,-1,Anomaly,49.01,Medium
SID_00720,488,TCP,5,430.4882404342119,AES,0.3251729491593369,1,Edge,0,0,0.13561686017875524,1,Normal,1.88,Low
SID_00721,561,TCP,8,989.9115404598748,DES,0.4010426043759582,3,Chrome,0,1,0.0437659238095357,1,Normal,31.24,Medium
SID_00722,157,TCP,5,330.2685406747487,AES,0.210760336107639,0,Edge,0,0,0.025766143272745345,1,Normal,37.0,Medium
SID_00723,230,TCP,2,1546.8069323631214,DES,0.2956403606913557,2,Chrome,0,0,0.07098800862800059,1,Normal,22.54,Low
SID_00724,648,TCP,5,1604.5188442472852,Unknown,0.07638208246863,2,Chrome,0,0,0.07502968258660503,1,Normal,21.25,Low
SID_00725,534,TCP,5,181.04927112817464,Unknown,0.250573858422337,2,Chrome,1,0,0.020279168646006873,1,Normal,38.75,Medium
SID_00726,463,TCP,7,464.41211695069103,DES,0.6369603927778598,0,Chrome,0,1,0.020912089416319057,1,Normal,38.55,Medium
SID_00727,503,TCP,5,452.5248958573741,Unknown,0.2920377037704253,1,Edge,0,0,0.1371913511892267,1,Normal,1.38,Low
SID_00728,569,TCP,2,422.1673964148066,AES,0.4184758460270827,3,Firefox,0,1,0.08544806778111447,1,Normal,17.92,Low
SID_00729,392,UDP,4,557.6794048842968,DES,0.2546411268684303,2,Unknown,0,1,0.1295722731203396,1,Normal,3.81,Low
SID_00730,344,TCP,6,61.82136813324263,AES,0.4112854206305017,3,Chrome,0,1,0.06304794831465865,1,Normal,25.08,Medium
SID_00731,539,TCP,2,1632.4843855919892,AES,0.5611362962944452,0,Chrome,0,0,0.019060177536577183,1,Normal,39.14,Medium
SID_00732,304,TCP,2,273.8962285290264,DES,0.428500744963682,2,Chrome,0,0,0.10715911082528246,1,Normal,10.98,Low
SID_00733,581,UDP,1,1.451230260768685,AES,0.3613840339080617,1,Firefox,0,0,0.0723448612927462,1,Normal,22.11,Low
SID_00734,159,TCP,4,924.4101116650492,AES,0.2650962503620181,3,Firefox,0,1,0.05182848068438917,1,Normal,28.67,Medium
SID_00735,705,TCP,4,840.9374765664262,AES,0.496229907871291,2,Firefox,0,0,0.09448164871042042,1,Normal,15.03,Low
SID_00736,594,TCP,5,3267.303766399583,AES,0.3519279770851087,3,Firefox,0,1,-0.004999260703051234,-1,Anomaly,46.83,Medium
SID_00737,551,TCP,1,1016.2246107557352,AES,0.4925294010671103,0,Chrome,0,0,0.021062500362267422,1,Normal,38.5,Medium
SID_00738,696,TCP,6,323.6197701224206,AES,0.2029810670966544,1,Chrome,1,0,-0.0128094090141736,-1,Anomaly,49.33,Medium
SID_00739,833,UDP,5,2439.6027279691657,AES,0.2275319384242436,3,Firefox,0,1,-0.0019161936987105443,-1,Anomaly,45.85,Medium
SID_00740,702,UDP,4,363.73999534939554,Unknown,0.0836059076692117,0,Chrome,0,0,0.04345863979519554,1,Normal,31.34,Medium
SID_00741,131,TCP,6,1377.389894929326,AES,0.4416526913013537,2,Chrome,0,0,0.048736422014958314,1,Normal,29.66,Medium
SID_00742,244,TCP,4,327.18591229388016,AES,0.3095287495936222,3,Chrome,0,1,0.07639785187164838,1,Normal,20.81,Low
SID_00743,375,TCP,1,39.94763831318489,AES,0.3491196731776561,0,Firefox,1,0,-0.052782063813082036,-1,Anomaly,62.11,High
SID_00744,505,TCP,2,1058.7604030745172,AES,0.6595874970273794,2,Chrome,0,1,0.049812438483005095,1,Normal,29.31,Medium
SID_00745,603,UDP,5,344.8859820846948,AES,0.0772764275237626,2,Edge,0,0,0.09146646117853652,1,Normal,16.0,Low
SID_00746,354,TCP,4,331.0652464013929,DES,0.3951062753354441,2,Firefox,0,0,0.12781909796904767,1,Normal,4.38,Low
SID_00747,537,TCP,3,1006.6069893076786,Unknown,0.6354234139828223,2,Unknown,0,1,0.06002058707220076,1,Normal,26.05,Medium
SID_00748,348,TCP,7,310.9310679097631,DES,0.5461693611550947,2,Firefox,0,1,0.06781965314896782,1,Normal,23.56,Low
SID_00749,377,UDP,2,100.46210155897988,Unknown,0.0884668894272376,3,Chrome,1,1,-0.04613691470188319,-1,Anomaly,59.98,High
SID_00750,218,TCP,5,414.6968847692114,DES,0.2516993386634817,1,Chrome,1,0,-0.0016666873743068633,-1,Anomaly,45.77,Medium
SID_00751,315,TCP,5,1389.108429924969,AES,0.3284703874658392,1,Chrome,0,1,0.10896356685304265,1,Normal,10.4,Low
SID_00752,229,TCP,3,111.59771091695224,DES,0.349500546106994,2,Chrome,1,1,-0.011548042654482393,-1,Anomaly,48.93,Medium
SID_00753,304,TCP,1,646.8119047656292,DES,0.394464159130327,2,Safari,0,1,0.07958647619220582,1,Normal,19.79,Low
SID_00754,710,ICMP,3,113.48986775265186,AES,0.2041226210502734,1,Firefox,0,0,0.09770884694562731,1,Normal,14.0,Low
SID_00755,310,TCP,3,40.34680366030227,Unknown,0.1596636727342628,1,Edge,0,0,0.1042349771401258,1,Normal,11.91,Low
SID_00756,1026,TCP,8,380.765563581409,Unknown,0.105624544569266,1,Firefox,0,1,-0.02461832481866144,-1,Anomaly,53.11,High
SID_00757,598,TCP,2,858.0827358299517,DES,0.262653687021152,1,Edge,0,0,0.11839997055016238,1,Normal,7.39,Low
SID_00758,536,UDP,4,257.2529222613378,AES,0.6211056447449044,1,Firefox,0,1,0.08231713808766872,1,Normal,18.92,Low
SID_00759,328,TCP,5,472.0843336468944,AES,0.3283757978296666,2,Chrome,0,0,0.12790478547791317,1,Normal,4.35,Low
SID_00760,640,TCP,4,540.7660965694332,DES,0.3918144950835486,1,Chrome,0,1,0.12861542212213312,1,Normal,4.12,Low
SID_00761,384,TCP,3,1472.542731314654,AES,0.0715950673332632,1,Chrome,0,1,0.08561031419735327,1,Normal,17.87,Low
SID_00762,524,TCP,5,1367.314706899822,AES,0.5156215860659368,3,Firefox,0,1,0.05893397958981128,1,Normal,26.4,Medium
SID_00763,1012,UDP,1,1.879975092908066,AES,0.3699910376820349,3,Edge,0,1,-0.03762167104228986,-1,Anomaly,57.26,High
SID_00764,480,UDP,2,427.4378110702775,DES,0.3125420945313025,1,Edge,0,0,0.13384654089003667,1,Normal,2.45,Low
SID_00765,729,TCP,4,853.9026275356846,DES,0.1178633750498286,1,Edge,1,0,-0.009314763746770427,-1,Anomaly,48.21,Medium
SID_00766,359,TCP,4,1530.578737958141,DES,0.2475359866764546,4,Chrome,0,1,-0.004727970852307473,-1,Anomaly,46.75,Medium
SID_00767,493,ICMP,5,40.106991076376005,AES,0.4433921496354362,1,Edge,1,0,0.0059193651852760265,1,Normal,43.34,Medium
SID_00768,854,TCP,4,791.6233361691154,Unknown,0.164597979844577,2,Chrome,0,0,0.06331347550879268,1,Normal,25.0,Medium
SID_00769,374,TCP,1,1476.2269247096383,DES,0.3800382882116676,3,Edge,0,1,0.04413924423634441,1,Normal,31.13,Medium
SID_00770,862,TCP,8,235.5784854885032,DES,0.5904979912868378,5,Edge,0,1,-0.09712557449450965,-1,Anomaly,76.28,Critical
SID_00771,641,TCP,3,183.78851656908685,DES,0.2066427146909129,1,Firefox,0,1,0.11580465880863694,1,Normal,8.22,Low
SID_00772,387,TCP,2,504.66297896384697,DES,0.1241403078290993,1,Safari,0,1,0.11045017538930535,1,Normal,9.93,Low
SID_00773,626,UDP,5,2628.431025319858,Unknown,0.0910142153059794,2,Chrome,0,0,0.03737651195763736,1,Normal,33.29,Medium
SID_00774,694,UDP,2,944.4300395072312,DES,0.3634626527169487,1,Chrome,0,1,0.10052246247559193,1,Normal,13.1,Low
SID_00775,624,TCP,6,441.9920540927998,AES,0.5461173817009983,1,Firefox,0,0,0.0810172657803444,1,Normal,19.34,Low
SID_00776,185,TCP,5,16.8668025685225,DES,0.0945482296615009,1,Chrome,1,0,-0.048970395988973126,-1,Anomaly,60.89,High
SID_00777,354,TCP,1,650.8535055212232,AES,0.2493359968230412,0,Edge,0,0,0.04224938589215088,1,Normal,31.73,Medium
SID_00778,450,TCP,6,343.1360317636036,AES,0.4666978872869062,1,Edge,0,0,0.11442875799671909,1,Normal,8.66,Low
SID_00779,485,TCP,4,164.35454710139598,AES,0.6273395771863359,1,Firefox,0,1,0.08093635720378789,1,Normal,19.36,Low
SID_00780,624,TCP,6,554.7547430732735,AES,0.1807229591415596,1,Chrome,0,0,0.11180695846706773,1,Normal,9.49,Low
SID_00781,535,ICMP,3,334.09003302741087,AES,0.6260355468701109,4,Unknown,0,1,-0.03326169280350566,-1,Anomaly,55.87,High
SID_00782,232,UDP,5,31.59553656910689,AES,0.1268781681376815,2,Edge,0,1,0.06801553210978856,1,Normal,23.49,Low
SID_00783,576,TCP,1,1034.2607599202083,DES,0.2323533584968118,1,Chrome,0,0,0.07155177695216136,1,Normal,22.36,Low
SID_00784,622,TCP,5,1055.1565934947278,DES,0.0479293807302402,3,Chrome,0,1,0.028658947300399695,1,Normal,36.07,Medium
SID_00785,611,TCP,4,771.6108900767415,AES,0.1575742596861571,0,Firefox,0,0,0.07351969821851156,1,Normal,21.73,Low
SID_00786,716,ICMP,4,1470.1789976035516,AES,0.3930197084105951,1,Chrome,0,0,0.09612151472631136,1,Normal,14.51,Low
SID_00787,666,TCP,2,181.7027280436488,AES,0.4444411958678387,2,Chrome,0,0,0.10123802359915851,1,Normal,12.87,Low
SID_00788,591,TCP,4,269.72371333309144,Unknown,0.2401999288839537,1,Edge,1,1,0.0289375890364848,1,Normal,35.98,Medium
SID_00789,485,TCP,5,490.9599532858685,AES,0.3153224285004137,2,Chrome,0,1,0.13233372312526276,1,Normal,2.93,Low
SID_00790,167,UDP,5,49.64942962414888,AES,0.2123626860903849,0,Unknown,0,1,0.010917150828677835,1,Normal,41.75,Medium
SID_00791,585,UDP,3,1720.2056350325995,AES,0.2223533390115135,1,Chrome,1,1,-0.00011526185061794259,-1,Anomaly,45.27,Medium
SID_00792,541,TCP,2,539.6623024149998,Unknown,0.2959369401738083,1,Edge,0,1,0.12930984065802403,1,Normal,3.9,Low
SID_00793,554,UDP,5,314.0350497514373,AES,0.3941443029893087,0,Chrome,0,0,0.0782045370236083,1,Normal,20.24,Low
SID_00794,244,TCP,4,520.0141354738579,AES,0.5076495083886103,1,Chrome,0,0,0.0937915147288721,1,Normal,15.25,Low
SID_00795,283,TCP,2,314.5879480841885,AES,0.1419471345604183,1,Edge,1,0,-0.0036765539379347567,-1,Anomaly,46.41,Medium
SID_00796,710,UDP,5,269.7930567171837,Unknown,0.137552901891045,1,Edge,1,0,-0.014822856243603133,-1,Anomaly,49.97,Medium
SID_00797,492,UDP,4,475.3925101713059,AES,0.6734987344103694,1,Firefox,0,1,0.07561599237020034,1,Normal,21.06,Low
SID_00798,636,TCP,2,526.076818807574,DES,0.3500422910996851,0,Safari,1,0,-0.03333351427549347,-1,Anomaly,55.89,High
SID_00799,505,TCP,3,454.4042562032637,DES,0.7005482192761399,1,Chrome,0,1,0.06170784793059003,1,Normal,25.51,Medium
SID_00800,505,UDP,6,635.1362819383307,AES,0.2209654924599036,1,Chrome,0,0,0.11912212506153691,1,Normal,7.16,Low
SID_00801,687,UDP,4,1223.684805403186,Unknown,0.4742796973278941,2,Unknown,0,1,0.09404977549929461,1,Normal,15.17,Low
SID_00802,396,UDP,4,47.17875152994584,AES,0.3537291393016075,1,Chrome,0,0,0.12140313092016009,1,Normal,6.43,Low
SID_00803,519,TCP,4,1335.005128184685,Unknown,0.2997752858307205,1,Chrome,0,0,0.11654118602842672,1,Normal,7.98,Low
SID_00804,407,ICMP,3,207.57054938309568,DES,0.2764324456511072,2,Chrome,0,0,0.12578832505001714,1,Normal,5.02,Low
SID_00805,413,ICMP,3,232.3812229757457,Unknown,0.0247974612434557,2,Safari,1,0,-0.03868270000520646,-1,Anomaly,57.6,High
SID_00806,438,TCP,4,731.9662745856507,AES,0.4929761676764809,0,Firefox,0,0,0.07347300192476203,1,Normal,21.75,Low
SID_00807,544,UDP,2,2972.878935750628,AES,0.4299263965386175,1,Chrome,0,0,0.03471655321611733,1,Normal,34.14,Medium
SID_00808,404,TCP,4,14.041984799027738,AES,0.8322973681402381,1,Chrome,0,1,0.004328391232140016,1,Normal,43.85,Medium
SID_00809,751,TCP,5,894.5629779895319,DES,0.2202869488737649,1,Chrome,1,0,0.0026757421130477743,1,Normal,44.38,Medium
SID_00810,321,TCP,5,954.9466212831128,AES,0.6290185036333932,0,Edge,0,1,0.014344178132632002,1,Normal,40.65,Medium
SID_00811,462,TCP,5,681.9991090579238,Unknown,0.5190998019507008,2,Chrome,1,0,0.02122145463016256,1,Normal,38.45,Medium
SID_00812,412,TCP,7,7.789895257056495,DES,0.3596798679387429,2,Unknown,0,1,0.07168521352772217,1,Normal,22.32,Low
SID_00813,789,UDP,4,745.8381230310963,Unknown,0.2813579105974837,2,Unknown,1,1,0.008478167252990998,1,Normal,42.53,Medium
SID_00814,539,TCP,2,97.7533698317389,DES,0.2703395837122785,2,Firefox,0,0,0.11186190860848794,1,Normal,9.48,Low
SID_00815,706,TCP,4,65.02677904086678,DES,0.1301550363408407,1,Firefox,0,0,0.09723379252243369,1,Normal,14.15,Low
SID_00816,202,UDP,4,952.7441440180608,AES,0.2849511166125496,3,Chrome,0,1,0.06255658452596896,1,Normal,25.24,Medium
SID_00817,553,TCP,3,963.803969753871,Unknown,0.2589751601459381,0,Chrome,0,0,0.06954925843757287,1,Normal,23.0,Low
SID_00818,677,TCP,5,1765.1792285906715,DES,0.072826735143169,2,Chrome,0,0,0.061606902346032166,1,Normal,25.54,Medium
SID_00819,516,TCP,3,2.7089564831391413,AES,0.2877484443255025,1,Safari,0,1,0.11435557648083355,1,Normal,8.68,Low
SID_00820,713,TCP,5,380.83005076800686,Unknown,0.4685575693304118,2,Chrome,0,1,0.10263118379540132,1,Normal,12.43,Low
SID_00821,396,TCP,6,9.878337378646114,Unknown,0.2757698442599622,2,Unknown,0,1,0.09201868699616572,1,Normal,15.82,Low
SID_00822,781,UDP,1,362.879198342927,AES,0.5596728612816558,2,Edge,0,1,0.04288340147002828,1,Normal,31.53,Medium
SID_00823,959,TCP,3,541.2805666135032,Unknown,0.1173903554464016,1,Chrome,0,0,0.03430576146888009,1,Normal,34.27,Medium
SID_00824,427,UDP,5,603.5571985810028,AES,0.7619408254040162,1,Chrome,1,1,-0.02980695425907498,-1,Anomaly,54.76,High
SID_00825,410,TCP,6,351.96166103696123,AES,0.2536488782725312,1,Chrome,0,0,0.12359893070216221,1,Normal,5.72,Low
SID_00826,790,TCP,4,1033.664533007297,AES,0.2463899835253185,0,Chrome,1,0,-0.05614965778762582,-1,Anomaly,63.18,High
SID_00827,815,TCP,4,429.7287289398794,Unknown,0.3179980040959347,2,Firefox,0,0,0.09368492731764438,1,Normal,15.29,Low
SID_00828,395,UDP,5,582.4005216180137,DES,0.4990763467183964,1,Chrome,0,0,0.11274657037311858,1,Normal,9.19,Low
SID_00829,415,TCP,3,1287.900810653693,Unknown,0.1087407217942355,1,Safari,0,0,0.1042716931585621,1,Normal,11.9,Low
SID_00830,443,TCP,2,153.22169428344222,DES,0.103401277584361,2,Chrome,0,0,0.10168863723227967,1,Normal,12.73,Low
SID_00831,231,TCP,1,309.58389332564144,Unknown,0.1158143063721003,2,Chrome,0,0,0.05572078302196387,1,Normal,27.42,Medium
SID_00832,316,TCP,5,589.5615630962135,Unknown,0.1863095269092602,2,Chrome,0,0,0.11580190444094329,1,Normal,8.22,Low
SID_00833,299,TCP,3,1167.498942203771,Unknown,0.5045044608605816,1,Chrome,0,0,0.08231960684931988,1,Normal,18.92,Low
SID_00834,346,TCP,8,443.2028512578668,AES,0.3228787636990904,3,Chrome,0,1,0.026393939863834204,1,Normal,36.8,Medium
SID_00835,493,TCP,2,60.44012076924988,AES,0.1272440553977189,4,Chrome,0,1,-0.017142136962201016,-1,Anomaly,50.72,High
SID_00836,546,UDP,5,3595.65702652438,DES,0.4659328400190901,1,Chrome,0,1,0.023142547637052036,1,Normal,37.84,Medium
SID_00837,810,TCP,4,984.5566233659458,AES,0.3414993798734011,0,Firefox,0,0,0.04157257936892245,1,Normal,31.95,Medium
SID_00838,300,TCP,4,1026.2256333892292,Unknown,0.3940896166315186,0,Chrome,0,0,0.0506829919555124,1,Normal,29.03,Medium
SID_00839,696,TCP,7,500.54771809386847,Unknown,0.0771886464914126,1,Chrome,1,1,-0.04918082912003885,-1,Anomaly,60.96,High
SID_00840,457,TCP,4,633.561266664689,AES,0.2308959305466529,1,Chrome,0,0,0.13291475828026905,1,Normal,2.75,Low
SID_00841,490,UDP,7,4099.282035706303,AES,0.6621212092690709,3,Chrome,0,1,-0.086519758873985,-1,Anomaly,72.89,High
SID_00842,634,TCP,3,723.323152627749,DES,0.4491651231492578,3,Chrome,1,1,-0.028478124047867315,-1,Anomaly,54.34,High
SID_00843,275,TCP,6,197.6718567273321,DES,0.151508243812601,4,Firefox,1,1,-0.0839084927970345,-1,Anomaly,72.06,High
SID_00844,576,UDP,8,2667.872555196426,DES,0.5598607907178887,2,Unknown,0,1,-0.010991400883298308,-1,Anomaly,48.75,Medium
SID_00845,533,TCP,6,617.3414763414704,AES,0.5451439933902403,0,Chrome,1,0,-0.049342062087825767,-1,Anomaly,61.01,High
